"","Year","Rainfall.6","Soil_Moisture.6","ET_Anomaly.6","ET.6","Temp.6","Rainfall.7","Soil_Moisture.7","ET_Anomaly.7","ET.7","Temp.7","Rainfall.8","Soil_Moisture.8","ET_Anomaly.8","ET.8","Temp.8","Rainfall.9","Soil_Moisture.9","ET_Anomaly.9","ET.9","Temp.9","Rainfall.10","Soil_Moisture.10","ET_Anomaly.10","ET.10","Temp.10","Rainfall.11","Soil_Moisture.11","ET_Anomaly.11","ET.11","Temp.11","Rainfall.12","Soil_Moisture.12","ET_Anomaly.12","ET.12","Temp.12","Rainfall.1","Soil_Moisture.1","ET_Anomaly.1","ET.1","Temp.1","Rainfall.2","Soil_Moisture.2","ET_Anomaly.2","ET.2","Temp.2","Rainfall.3","Soil_Moisture.3","ET_Anomaly.3","ET.3","Temp.3","Rainfall.4","Soil_Moisture.4","ET_Anomaly.4","ET.4","Temp.4","Rainfall.5","Soil_Moisture.5","ET_Anomaly.5","ET.5","Temp.5","Yield"
"1788",2011,3.5242433951624,0.240167099152425,102.0104583,89.1640977057,21.5576613365191,2.78140502759066,0.236583265301677,99.27376687,104.620090957,23.7492766163538,3.91108166510442,0.238347146630043,97.46622129,72.9310776817,21.1379973504306,3.84654603562291,0.246337769843259,103.2074444,28.5400290558,17.5647842980244,2.7096562607601,0.260828657546745,101.2572668,7.62561263793,10.1218296760245,2.20479148675864,0.279172882238198,112.492169,2.68642922489,-1.67188139617798,1.72096678404989,0.293192418022672,100.0074918,0.415632075771,-16.2444832741235,4.22769502114549,0.342221933942262,100.7064248,0.264565012961,-22.0887926011219,1.4252472802505,0.352353481601941,102.1612464,0.494849899433,-16.4783088046578,0.695919292931401,0.37431061588337,122.7156283,5.10533908299,-9.68056638025034,1.35333329519288,0.377124704073489,111.275067,25.6311365431,2.82726605961365,2.25414713093836,0.249741820683844,103.4806509,61.7921131555,15.5543940487297,2.1
"1956",2012,3.55183539858004,0.256934376591242,96.37998656,84.2401245768,21.7138235408689,2.86685899162045,0.228710532170576,95.4228861,100.858484458,23.8647080371339,3.9969026233658,0.232081958865039,100.0616255,74.7313475625,20.9669229487084,3.49479221319421,0.234030684659654,89.8982269,24.9020140962,15.4332807270534,3.69474072138805,0.265073212600374,102.0596961,6.18891808386,6.93054339854304,2.05055106564452,0.301515685690303,115.8308068,2.65166494421,-5.48112174644478,1.94670126192272,0.358129755503508,99.88733251,0.369797988993,-19.3169624204788,2.24202218875152,0.306532465257648,100.4257934,0.230893436238,-21.0415639018049,0.785935758033325,0.316331406840381,98.27232439,0.296686175903,-12.6496622617371,1.43674488160296,0.340810253795037,83.96931608,1.18883603221,-2.36599128644003,0.625028310398953,0.27643509719958,79.0153758,17.9114796937,6.41595222908543,4.083018842534,0.250640504900843,91.56040052,55.2626215586,16.4259917371591,2
"2124",2013,2.48726155793636,0.243285224202695,100.0093441,87.7069205545,21.2450938745963,3.32297380451789,0.246444694937196,97.50696829,103.431620285,22.5115534493652,4.73473040498187,0.256611685682148,102.2579616,76.465303725,20.0379350225086,4.37713313166798,0.257613891863977,111.1958254,31.3987437694,16.5383378654223,2.71956137980125,0.262396834595813,107.3402564,7.33705764911,7.64793630360073,2.3187582888466,0.312487204145381,132.5364545,3.61995313335,-8.67923806862905,2.66746013145407,0.340697029737859,102.9745608,0.559551912294,-23.861275918356,4.51739556503147,0.370156183318133,101.0893843,0.253054055646,-21.8589904489505,1.32863647218194,0.375414094491629,102.165852,0.491755744749,-18.042842858856,0.707304047472716,0.381143955439054,105.4423649,4.33988670117,-9.29245918725202,1.76021746591574,0.402277849676901,121.8929935,27.6128211476,-1.44798877564536,3.00433998079325,0.269331581336138,101.9359457,60.4153349269,14.4728414389795,2.1
"2292",2014,5.16431824325394,0.258138817308513,98.25593837,86.0157530937,21.001483452594,3.57742728617665,0.259266509527065,99.67640968,105.765693841,20.8467075693993,2.80746223813437,0.249241570138068,98.77245635,74.2227435486,20.865590149041,4.39106233811454,0.271895675851005,114.3532035,30.5593020502,14.692570357706,3.62607268007535,0.284346468435121,112.8248555,8.55079586397,7.72626067578672,1.48836754873697,0.297309544019737,117.1405957,2.83112846974,-11.618184149768,1.09794790142714,0.318049057407532,103.2407275,0.583544936256,-17.86092707291,1.66031103427726,0.349416192578882,100.5858872,0.254160022968,-24.3200603144099,0.525805070024558,0.350621237812265,101.5271164,0.466412987558,-19.0087735682093,0.273596753968114,0.361147122439297,131.0374246,5.59370443034,-12.5406359957165,0.847922923813021,0.392352554412613,134.2753005,30.8181733704,-1.33055963215599,2.81720421422795,0.299830172591863,110.0035358,64.5957632184,12.9841958236644,2.4
"2460",2015,4.31305581837587,0.245632208745692,98.45851821,86.1477854909,20.7001553831073,3.19508660685324,0.256577330286106,96.36729575,102.261252136,22.4650481777261,4.03787034228546,0.259227535493216,100.784373,75.140607207,20.1747534211721,3.10458337995164,0.259972991144956,98.83630322,27.0271737613,17.655204730394,2.45417997803279,0.264546161752117,113.3507358,8.46288328358,7.64816813063069,2.75053585112654,0.305198757756823,116.0657754,2.75715692667,-0.236172834975913,2.72057633164293,0.359154072634081,99.58377838,0.328482015571,-9.35126987863404,1.03183350729133,0.329046726831784,100.8302567,0.270843117815,-23.3732184344019,0.850170303582334,0.331289104421251,102.3676117,0.512864191744,-23.3767631476008,0.676616260150141,0.36380989718732,117.7912506,5.30036383648,-8.54968163293378,1.21042022958546,0.340040628945965,108.5491345,25.3421230206,3.76411511947692,3.11930717031624,0.248604916174902,94.27310142,57.0861288631,16.1973370201359,2.4
"2628",2016,5.53937769973222,0.257216365989887,96.80405718,84.879681053,20.9407941254081,3.73356883590553,0.251481415889821,93.09057893,99.0631927073,22.0337595407367,3.24984898096398,0.249939027477311,91.886577,69.0824126481,21.3140912383329,3.57900253755688,0.265079414318672,100.9124578,27.3568896821,16.7002157740299,3.7314991293779,0.277336897317915,105.2239373,6.91245179156,8.67048884324869,1.6973803681526,0.284286872959997,104.9186967,2.05804808507,2.33316146367645,1.62658148811944,0.324703632008205,101.1878585,0.480932093606,-18.8931752758523,1.62788468575321,0.3864542209665,100.7247506,0.271752276501,-19.5160723446786,1.33312893136697,0.397359199009625,100.0870372,0.383134842749,-20.7496344372299,1.84199245002581,0.405804064118481,100.2966038,3.09303191159,-5.54998642372865,1.34267322800576,0.352067028633609,108.7117642,23.710935566,0.92817015017506,3.65260927168794,0.221524531708786,80.5428282,48.6882856847,17.0175498207817,2.3
"2796",2017,4.90537490206184,0.259888618901873,96.80039423,84.4931407777,20.1699360923082,2.66131100607699,0.24226827421518,99.06830825,104.617194321,22.4960631825067,2.2993750987267,0.238496093571841,102.6057467,76.4032026015,20.5727920640415,4.04336580166222,0.250271419947011,104.5890682,27.7151886356,18.5817746145868,2.67495294448221,0.261133940549266,133.0580749,9.67607594359,10.3827203137649,2.82834053674897,0.289126077080514,113.4717149,2.58030600327,-8.82966367740483,0.857083369555583,0.325481326109069,99.16856741,0.31855230884,-20.9764944549702,0.919920282911207,0.351474195865788,101.4383683,0.295244282457,-18.7220813825872,2.48766269061046,0.378008357529973,99.80792871,0.393174010318,-14.6798920274931,2.83514675271393,0.395661021508687,109.0576784,4.33694983991,-7.78542569124614,2.34709971547318,0.327112950448243,111.3816513,24.1292878789,4.3817524444598,4.83325137251968,0.264704485616377,101.3327936,60.5335528682,13.6012470138456,2.6
"2964",2018,3.45712482765256,0.220479898727938,93.08926053,81.7165209274967,21.5956666661016,3.61937637097846,0.230100265506579,94.02656481,99.306874503396,24.1122226032818,2.90683118816045,0.221110919604982,101.2836858,75.1158633609297,21.639056012794,4.18889751936484,0.251100411290279,123.0619959,31.934320403222,15.0936210582212,3.12311556890875,0.291109375905386,165.0114255,12.6305352428741,2.81140159637453,1.06961289511254,0.312773388827264,120.0727059,3.06465554987583,-12.2700675499309,1.23771492003266,0.325897412939231,101.0722121,0.490029847933207,-15.3191121614392,1.18748833155653,0.331087628654151,101.1269486,0.277463704085,-21.8483780041319,1.59262066946878,0.335096751924815,101.0350248,0.444800816299,-18.4598681557851,0.664055714688828,0.334577336848227,117.6362952,4.63772247657,-7.0867506637945,1.14634451762301,0.317272928476906,134.5946494,29.694032241,-1.54832990709982,3.7220267054629,0.211829556355724,101.1387241,59,15.736307632417,2.641
"3132",2019,4.92809709599011,0.228668232336873,94.88129331,82.0901089449896,19.7905115676744,3.50311323677383,0.243303074395308,105.2349868,109.697388640212,23.1251909265652,2.49961670615635,0.232373016398628,106.7617697,78.0097149652413,20.5948648938284,3.92249623500284,0.258606865506787,118.9251719,31.3915724054357,15.1031399858182,2.74406555368949,0.275829161790048,127.5543789,9.26940507196202,7.45823302629743,1.21276375903532,0.269481798256974,109.4484497,2.43395496797638,-9.45929646241442,1.52690900201712,0.292004312614247,101.1374409,0.468792567899597,-17.3279844565646,1.59253419361922,0.330970498672856,100.3331821,0.260971632025,-24.6475821166921,1.12708661566465,0.329819357167766,100.583113,0.453096234809,-19.3629125125353,1.28885746859154,0.360111766559296,107.5982042,4.38485685652,-7.91336645188606,2.7404399590642,0.32699399246685,118.5194848,27.0557774126,1.49977299036264,3.17870166775743,0.222761170873639,112.7422237,66.8421093866,12.3790654860688,2.421
"3300",2020,5.57122739036905,0.256519203547081,92.5113892,80.9655381278342,22.4085812751625,3.39663571636167,0.246524655229963,96.20284565,101.06799087946,24.6187880988547,3.39600536220006,0.234377854819494,103.3248219,76.0696393554129,21.4365083737197,3.53861384169397,0.250215652066728,118.6939965,31.4335703489523,14.1199437673287,2.41258995952573,0.265086413264804,129.7784751,9.3877297992285,3.54620930331916,2.24693148490178,NA,113.1280378,2.07008572668139,-3.60478972637572,1.34987633307095,NA,102.8550922,0.558063691198742,-14.5450020885697,1.51708121993838,0.298798381341463,100.9277358,0.28359976092982,-18.7917701467995,0.969745691523636,0.303097002099845,100.9251417,0.450329957215335,-15.0964723420511,1.10217374704481,0.321042627067652,106.2478386,3.96939275597583,-6.95503243597142,1.31683685749663,0.306751185925205,123.703111,26.0847986960864,0.735477265284713,2.10670803662859,0.229187897873594,111.1651543,64.5123108833356,13.458250637422,2.574
"3468",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.780782485886441,NA,101.7375446,0.292042233411804,-15.1401115223435,1.27524293475962,NA,NA,NA,-20.4388458578398,0.293213898815435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
